Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Ast/90,npG/90,npG+A/90,xA/90,npxG/90,npxG+xA/90,Shots/90,SoTs/90,SoT%,Gls/Shot,Gls/SoT,AvgShotDist,FKSht/90,npxG/Shot,np:G-xG,PassCmp/90,PassAtt/90,PassCmp%,TotDistPass/90,PrgDistPass/90,ShortCmp/90,ShortAtt/90,ShortCmp%,MedCmp/90,MedAtt/90,MedCmp%,LongCmp/90,LongAtt/90,LongCmp%,KeyPass/90,PassIntoThird/90,PassIntoBox/90,CrossIntoBox/90,ProgPass/90,LivePassAtt/90,DeadPassAtt/90,FKPassAtt/90,TBCmp/90,PassUnderPress/90,Switches/90,Crosses/90,GroundPass/90,LowPass/90,HighPass/90,LeftPass/90,RightPass/90,HeadPass/90,ThrowPass/90,OtherPartPass/90,OffsidePass/90,OutOBPass/90,PassesInt/90,PassesBlk/90,SCA/90,PassLiveSCA/90,PassDeadSCA/90,DribSCA/90,ShSCA/90,FoulSCA/90,DefSCA/90,GCA/90,PassLiveGCA/90,PassDeadGCA/90,DribGCA/90,ShGCA/90,FoulGCA/90,DefGCA/90,TklAtt/90,TklW/90,Def 3rdTkl/90,Mid 3rdTkl/90,Att 3rdTkl/90,TklvDribW/90,TklvDribAtt/90,Tkl%vDrib,DribPast/90,PressAtt/90,SuccPress/90,PressSucc%,Def 3rdPress/90,Mid 3rdPress/90,Att 3rdPress/90,Blocks/90,ShotBlocks/90,PassBlk/90,Interceptions/90,Clearances/90,ErrToShot/90,Touches/90,Def PenTchs/90,Def 3rdTchs/90,Mid 3rdTchs/90,Att 3rdTchs/90,Att PenTchs/90,%TchsDefPen,%TchsDefThrd,%TchsMidThrd,%TchsAttThrd,%TchsAttPen,LiveTchs/90,SuccDrib/90,AttDrib/90,DribSucc%,PlayersDribPast/90,Megs/90,Carries/90,TotDistCarry/90,PrgDistCarry/90,ProgCarry/90,CarryIntoThird/90,CarryIntoBox/90,Miscontrol/90,Dispossessed/90,PassTarget/90,PassesReceived/90,PassRec%,ProgPassReceived/90
Abdoulaye Doucouré,fr FRA,MF,Everton,eng Premier League,27.0,1993.0,29,29,2443,27.1,0.11,0.07,0.18,0.08,0.08,0.16,0.66,0.18,27.8,0.11,0.4,16.8,0.0,0.12,0.0,42.3,49.2,86.0,739.0,151.0,19.1,21.7,87.9,17.8,19.7,90.3,4.32,5.42,79.6,0.66,2.55,0.77,0.04,2.4,48.6,0.55,0.44,0.11,7.49,0.63,0.37,38.6,6.61,3.91,5.98,39.6,2.21,0.07,0.18,0.07,0.22,1.11,1.18,1.51,1.33,0.04,0.04,0.04,0.0,0.07,0.18,0.18,0.0,0.0,0.0,0.0,0.0,2.07,1.55,1.11,0.7,0.26,0.63,1.66,37.8,1.03,20.1,5.83,29.0,8.41,8.08,3.58,1.59,0.33,1.25,1.29,1.07,0.04,58.2,2.29,17.1,32.5,12.8,1.44,0.03934707904,0.293814433,0.558419244,0.2199312715,0.02474226804,57.7,0.63,1.03,60.7,0.66,0.07,35.7,180.0,89.9,2.99,1.22,0.04,1.11,1.11,44.4,39.3,88.4,2.92
Cheick Doucouré,ml MLI,MF,Lens,fr Ligue 1,20.0,2000.0,33,30,2627,29.2,0.03,0.07,0.1,0.06,0.04,0.1,1.2,0.17,14.3,0.06,0.4,23.8,0.0,0.03,0.03,43.6,50.1,87.0,859.9,186.1,17.0,19.3,88.0,18.4,20.3,90.7,7.33,8.63,84.9,0.86,5.27,0.68,0.03,4.66,49.5,0.65,0.62,0.14,8.8,1.85,0.1,39.6,5.68,4.86,2.26,45.0,1.95,0.0,0.21,0.14,0.55,0.86,0.96,2.05,1.64,0.0,0.24,0.1,0.03,0.03,0.24,0.24,0.0,0.0,0.0,0.0,0.0,3.05,2.02,1.51,1.4,0.14,0.79,2.23,35.4,1.44,16.1,5.82,36.1,5.92,8.15,2.05,1.3,0.17,1.13,1.88,1.44,0.0,60.6,1.95,13.0,41.8,10.2,0.75,0.03217821782,0.2145214521,0.6897689769,0.1683168317,0.01237623762,60.0,1.06,1.4,75.6,1.06,0.03,39.5,221.2,120.3,5.65,1.58,0.24,0.65,0.79,42.0,39.3,93.6,1.88
Cheick Doukouré,ci CIV,MF,Levante,es La Liga,27.0,1992.0,7,0,101,1.1,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.0,,,,,0.0,,0.0,35.5,40.9,86.7,723.6,91.8,12.7,13.6,93.3,14.5,17.3,84.2,7.27,9.09,80.0,0.91,2.73,0.0,0.0,0.91,40.0,0.91,0.91,0.0,13.6,0.91,0.0,29.1,7.27,4.55,6.36,31.8,1.82,0.0,0.0,0.0,0.91,0.91,0.0,0.91,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45,3.64,1.82,0.91,2.73,2.73,3.64,75.0,0.91,39.1,7.27,18.6,7.27,23.6,8.18,2.73,0.91,1.82,1.82,1.82,0.0,57.3,1.82,9.09,35.5,12.7,0.91,0.03176265271,0.1586387435,0.6195462478,0.2216404887,0.01588132635,57.3,0.91,1.82,50.0,0.91,0.0,38.2,171.8,56.4,2.73,0.0,0.0,0.91,1.82,37.3,34.5,92.7,2.73
Idrissa Doumbia,ci CIV,MF,Huesca,es La Liga,22.0,1998.0,23,7,779,8.7,0.0,0.0,0.0,0.0,0.04,0.05,0.46,0.0,0.0,0.0,,21.1,0.0,0.1,-0.05,43.4,47.5,91.5,814.3,142.1,17.0,18.5,91.9,21.1,22.4,94.4,5.06,5.86,86.3,0.11,2.41,0.11,0.0,1.95,46.6,0.92,0.92,0.0,6.09,0.8,0.0,40.3,4.37,2.76,9.43,36.0,1.61,0.0,0.34,0.0,0.69,0.34,0.34,1.03,0.8,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,1.15,0.57,1.15,0.23,0.57,1.61,35.7,1.03,13.4,4.48,33.3,5.06,7.59,0.8,0.92,0.34,0.57,1.03,1.26,0.0,54.8,2.87,14.8,35.9,9.08,0.11,0.05237226277,0.2700729927,0.6551094891,0.1656934307,0.00200729927,54.0,1.61,2.07,77.8,1.61,0.0,41.6,226.6,86.9,3.56,0.92,0.0,0.92,0.8,42.6,39.0,91.4,0.46
Mouhamadou Drammeh,fr FRA,MF,Reims,fr Ligue 1,21.0,1999.0,6,1,173,1.9,0.0,0.0,0.0,0.02,0.01,0.03,0.53,0.0,0.0,0.0,,29.6,0.0,0.02,0.0,22.6,27.9,81.1,425.3,94.7,9.47,11.1,85.7,8.95,11.6,77.3,3.68,3.68,100.0,1.05,2.11,0.0,0.0,2.11,26.3,1.58,1.58,0.0,3.68,0.0,0.0,17.4,7.89,2.63,19.5,4.21,3.16,0.0,0.0,0.0,0.53,1.05,0.0,1.58,1.05,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.53,0.0,0.0,0.53,0.0,0.53,0.0,0.53,12.1,4.21,34.8,4.74,5.26,2.11,0.53,0.53,0.0,1.05,3.68,0.0,37.4,4.74,10.5,24.7,4.74,1.05,0.1267379679,0.2807486631,0.6604278075,0.1267379679,0.02807486631,35.8,2.63,3.16,83.3,2.63,0.0,23.7,134.2,65.8,3.68,0.0,0.53,0.53,1.58,23.7,20.5,86.7,0.0
Alfred Duncan,gh GHA,MF,Cagliari,it Serie A,27.0,1993.0,19,12,1068,11.9,0.08,0.0,0.08,0.09,0.02,0.11,0.59,0.0,0.0,0.0,,24.9,0.0,0.03,-0.02,41.3,50.8,81.2,809.7,222.4,15.0,17.5,85.6,19.9,23.4,85.3,5.71,8.66,66.0,0.76,5.38,1.09,0.17,5.04,49.2,1.68,1.26,0.08,6.97,1.26,0.76,36.1,6.64,8.15,44.8,2.52,1.93,0.42,0.5,0.17,1.01,1.68,0.76,1.51,1.26,0.25,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,1.93,1.26,1.09,0.67,0.17,0.5,1.43,35.3,0.92,17.5,4.62,26.4,6.47,8.91,2.1,0.67,0.0,0.67,1.34,1.18,0.0,60.3,2.52,13.8,38.9,12.4,0.5,0.04179104478,0.2288557214,0.6451077944,0.2056384743,0.008291873964,58.6,1.09,1.6,68.4,1.09,0.08,40.8,209.7,113.4,3.95,1.34,0.25,1.09,1.43,44.4,41.3,93.0,2.02
Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,27.0,1993.0,4,2,162,1.8,0.0,0.0,0.0,0.02,0.01,0.03,0.56,0.0,0.0,0.0,,25.0,0.0,0.02,0.0,36.1,47.2,76.5,737.2,190.6,13.9,16.7,83.3,14.4,17.8,81.3,6.67,9.44,70.6,0.56,5.0,0.0,0.0,4.44,44.4,2.78,2.22,0.0,5.56,3.33,0.56,28.3,8.89,10.0,41.7,1.67,2.78,0.0,0.0,0.56,0.56,1.11,1.11,2.22,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.56,0.0,0.56,0.0,0.0,1.11,0.0,1.11,11.1,2.78,25.0,2.22,5.0,3.89,1.11,0.0,1.11,1.67,2.22,0.0,56.7,0.56,8.33,39.4,12.8,0.56,0.00987654321,0.1469135802,0.6948853616,0.2257495591,0.00987654321,53.9,2.78,2.78,100.0,2.78,0.56,38.3,163.9,56.7,2.22,0.0,0.0,0.56,1.11,39.4,38.3,97.2,0.56
Steeve-Mike Ebongue,fr FRA,MF,Genoa,it Serie A,19.0,2001.0,3,0,52,0.6,1.73,0.0,1.73,0.94,0.0,0.94,0.0,0.0,,,,,0.0,,0.0,36.7,45.0,81.5,538.3,131.7,21.7,25.0,86.7,13.3,15.0,88.9,1.67,1.67,100.0,1.67,3.33,1.67,0.0,1.67,45.0,0.0,0.0,0.0,10.0,0.0,0.0,40.0,5.0,0.0,1.67,43.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.33,1.67,0.0,0.0,0.0,0.0,1.67,3.33,1.67,0.0,0.0,0.0,0.0,1.67,1.67,1.67,0.0,0.0,1.67,0.0,3.33,0.0,3.33,26.7,11.7,43.8,11.7,8.33,6.67,1.67,0.0,1.67,1.67,1.67,0.0,53.3,1.67,18.3,26.7,13.3,0.0,0.03133208255,0.3433395872,0.5009380863,0.2495309568,0,53.3,0.0,0.0,,0.0,0.0,45.0,206.7,98.3,1.67,1.67,0.0,5.0,0.0,31.7,28.3,89.5,0.0
Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,23.0,1996.0,33,33,2942,32.7,0.15,0.06,0.21,0.1,0.03,0.13,0.67,0.15,22.7,0.09,0.4,23.3,0.0,0.05,0.03,32.9,41.8,78.6,595.7,193.8,14.5,18.1,80.4,14.2,16.8,84.5,3.73,5.29,70.5,0.8,3.73,0.83,0.09,4.89,40.6,1.22,0.8,0.15,7.49,1.04,0.46,28.7,5.17,7.89,6.42,32.0,2.02,0.34,0.09,0.09,0.67,1.47,1.31,1.77,1.5,0.03,0.0,0.06,0.12,0.06,0.28,0.28,0.0,0.0,0.0,0.0,0.0,1.83,1.35,0.64,0.92,0.28,0.43,1.35,31.8,0.92,15.7,5.05,32.2,5.75,7.55,2.39,1.77,0.12,1.65,1.31,1.44,0.0,52.0,2.17,13.1,30.0,11.7,0.92,0.04173076923,0.2519230769,0.5769230769,0.225,0.01769230769,50.9,0.49,0.89,55.2,0.49,0.03,31.9,136.3,77.9,3.3,1.35,0.15,0.92,0.89,38.2,32.1,84.1,2.29
Lilian Egloff,de GER,MF,Stuttgart,de Bundesliga,17.0,2002.0,2,0,16,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,20.0,20.0,100.0,290.0,15.0,5.0,5.0,100.0,10.0,10.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,15.0,5.0,33.3,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,15.0,0.0,20.0,5.0,0,0.4285714286,0,0.5714285714,0.1428571429,30.0,5.0,5.0,100.0,5.0,0.0,30.0,60.0,5.0,5.0,0.0,5.0,5.0,10.0,30.0,25.0,83.3,10.0
Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,31.0,1989.0,32,26,2299,25.5,0.04,0.08,0.12,0.03,0.03,0.06,0.51,0.12,23.1,0.15,0.67,17.9,0.0,0.06,0.05,35.1,41.8,84.0,620.6,154.2,16.0,18.2,88.3,14.6,16.8,86.9,3.88,5.22,74.4,0.35,2.86,0.2,0.0,3.14,39.2,2.63,2.55,0.08,6.78,0.86,0.12,29.5,5.84,6.55,4.47,33.5,2.47,0.04,0.24,0.04,0.67,0.71,0.86,1.1,0.75,0.0,0.08,0.04,0.08,0.16,0.04,0.04,0.0,0.0,0.0,0.0,0.0,2.43,1.92,0.78,1.37,0.27,0.78,2.55,30.8,1.76,22.9,6.94,30.3,7.18,12.5,3.22,2.08,0.51,1.57,1.33,1.73,0.0,52.0,2.75,14.0,32.1,8.86,0.94,0.05288461538,0.2692307692,0.6173076923,0.1703846154,0.01807692308,50.1,0.86,0.98,88.0,0.9,0.0,29.1,150.2,74.9,2.98,0.71,0.04,0.47,0.82,32.5,29.1,89.4,1.33
Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,28.0,1992.0,23,17,1544,17.2,0.0,0.06,0.06,0.01,0.03,0.04,0.52,0.12,22.2,0.11,0.5,19.3,0.0,0.06,0.03,54.5,58.3,93.4,1074.1,213.5,19.4,20.4,95.2,26.6,27.7,96.2,7.91,9.13,86.6,0.23,4.48,0.52,0.0,3.49,57.0,1.28,1.16,0.06,6.92,1.4,0.17,48.6,4.83,4.88,3.78,51.7,2.27,0.12,0.29,0.17,0.47,0.23,0.52,0.93,0.76,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.64,0.52,0.41,0.0,0.29,1.1,26.3,0.81,11.5,3.31,28.9,4.13,5.29,2.03,1.05,0.23,0.81,1.16,1.4,0.06,64.1,4.3,19.9,39.2,8.72,0.29,0.06708268331,0.3104524181,0.6115444618,0.1360374415,0.004524180967,62.9,0.41,0.52,77.8,0.41,0.06,48.7,228.9,115.2,4.07,0.99,0.0,0.29,0.41,51.3,49.1,95.8,0.58
Manu Emmanuel Gyabuaa,it ITA,MF,Atalanta,it Serie A,18.0,2001.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,1.0,1.0,100.0,12.0,9.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0,0.5,0.5,0,0,2.0,0.0,0.0,,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0
Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,27.0,1993.0,33,33,2955,32.8,0.09,0.09,0.18,0.06,0.07,0.13,0.82,0.43,51.9,0.11,0.21,18.5,0.0,0.08,0.02,46.3,55.1,84.0,845.5,262.9,18.8,21.2,88.8,21.7,24.6,88.3,4.79,7.13,67.1,0.76,4.3,0.7,0.06,5.3,54.1,1.01,0.85,0.12,11.0,1.01,0.15,42.6,5.34,7.1,9.94,41.2,2.07,0.15,0.21,0.15,0.82,1.34,1.19,2.04,1.68,0.0,0.03,0.06,0.15,0.12,0.18,0.15,0.0,0.0,0.0,0.03,0.0,2.71,1.89,1.1,1.28,0.34,0.95,2.35,40.3,1.4,19.5,7.07,36.3,7.2,9.94,2.38,1.95,0.37,1.59,1.43,2.23,0.03,68.0,4.12,20.8,42.4,9.57,0.82,0.06058823529,0.3058823529,0.6235294118,0.1407352941,0.01205882353,67.2,0.88,1.37,64.4,1.04,0.03,45.4,219.9,122.0,4.42,1.31,0.03,1.04,1.86,49.4,45.6,92.4,1.77
Christian Eriksen,dk DEN,MF,Inter,it Serie A,28.0,1992.0,26,17,1385,15.4,0.0,0.19,0.19,0.17,0.11,0.28,1.95,0.71,36.7,0.1,0.27,22.2,0.45,0.06,0.08,54.8,66.8,82.1,1041.8,289.2,22.8,25.1,90.9,23.8,26.3,90.4,7.14,13.4,53.4,1.95,5.06,1.43,0.26,4.61,59.6,7.14,2.08,0.0,9.87,2.79,1.69,47.3,6.23,13.2,13.4,51.3,1.3,0.06,0.19,0.13,0.65,1.23,1.1,3.31,1.95,1.17,0.0,0.19,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.78,0.52,0.52,0.13,0.13,0.32,1.36,23.8,1.04,11.5,3.31,28.8,3.38,5.0,3.12,1.43,0.13,1.3,0.65,0.91,0.06,75.5,1.82,16.2,37.9,26.8,1.82,0.02410596026,0.2145695364,0.501986755,0.3549668874,0.02410596026,68.0,0.65,0.84,76.9,0.65,0.13,49.5,230.3,120.4,5.91,2.21,0.13,1.43,1.3,59.4,55.1,92.7,2.6
Gonzalo Escalante,ar ARG,MF,Lazio,it Serie A,27.0,1993.0,24,4,733,8.1,0.12,0.0,0.12,0.0,0.08,0.08,0.86,0.37,42.9,0.0,0.0,22.0,0.0,0.09,-0.07,52.7,59.6,88.4,985.8,221.9,20.4,22.6,90.2,25.8,28.5,90.5,5.93,7.16,82.8,0.12,5.19,0.49,0.0,4.2,58.6,0.99,0.99,0.0,7.53,1.36,0.0,45.2,6.67,7.78,3.33,50.7,4.44,0.0,0.0,0.12,0.62,0.49,1.11,1.48,1.11,0.0,0.0,0.12,0.12,0.12,0.37,0.25,0.0,0.0,0.12,0.0,0.0,3.46,2.35,1.36,1.85,0.25,1.11,3.7,30.0,2.59,21.0,7.65,36.5,8.77,10.6,1.6,1.48,0.25,1.23,1.11,2.84,0.0,70.2,2.47,19.6,45.9,8.77,0.37,0.03518518519,0.2792022792,0.6538461538,0.1249287749,0.005270655271,69.3,0.99,1.11,88.9,0.99,0.0,42.6,225.8,111.1,4.94,1.73,0.0,0.25,0.62,46.2,43.3,93.9,1.48
Vicente Esquerdo,es ESP,MF,Valencia,es La Liga,21.0,1999.0,4,3,231,2.6,0.0,0.0,0.0,0.03,0.01,0.04,0.38,0.0,0.0,0.0,,28.0,0.0,0.02,0.0,29.6,37.3,79.4,555.8,122.7,14.6,16.2,90.5,10.0,12.3,81.3,4.23,6.54,64.7,0.77,1.15,0.38,0.0,2.69,36.5,0.77,0.38,0.0,6.92,1.92,0.77,26.5,5.0,5.77,32.7,3.08,0.77,0.38,0.0,0.38,1.15,0.38,1.15,1.15,0.77,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,2.31,1.54,0.77,0.38,0.38,1.54,25.0,1.15,17.7,8.08,45.7,8.85,6.92,1.92,3.46,1.15,2.31,1.92,2.31,0.0,49.2,3.08,15.4,28.1,7.31,0.0,0.06260162602,0.3130081301,0.5711382114,0.1485772358,0,48.5,0.77,1.54,50.0,0.77,0.0,29.6,105.0,31.5,1.92,0.0,0.0,0.38,0.77,34.2,30.8,89.9,1.15
Nahuel Estévez,ar ARG,MF,Spezia,it Serie A,24.0,1995.0,27,19,1768,19.6,0.15,0.0,0.15,0.1,0.09,0.18,1.22,0.41,33.3,0.0,0.0,19.3,0.1,0.07,-0.09,34.5,46.3,74.6,663.1,166.4,14.3,16.7,85.9,14.3,17.5,81.6,5.15,10.2,50.5,1.17,2.86,1.33,0.51,3.72,42.9,3.42,1.38,0.1,7.5,2.14,2.6,30.8,5.0,10.5,3.93,40.0,1.22,0.31,0.15,0.36,1.28,1.07,1.53,2.4,1.68,0.41,0.0,0.31,0.0,0.0,0.46,0.2,0.1,0.0,0.15,0.0,0.0,0.87,0.66,0.31,0.41,0.15,0.2,1.73,11.8,1.53,16.1,4.29,26.7,3.98,8.32,3.78,1.28,0.26,1.02,1.63,1.48,0.0,55.4,1.73,6.84,30.3,21.0,1.79,0.03122743682,0.123465704,0.5469314079,0.3790613718,0.03231046931,52.2,0.51,0.82,62.5,0.61,0.0,36.3,180.8,87.3,4.23,1.89,0.2,1.17,0.97,42.6,37.9,89.1,3.42
Edu Expósito,es ESP,MF,Eibar,es La Liga,23.0,1996.0,31,27,2455,27.3,0.11,0.0,0.11,0.1,0.07,0.17,1.5,0.33,22.0,0.0,0.0,22.8,0.0,0.04,-0.07,32.2,43.2,74.6,625.8,171.1,12.4,15.5,80.3,14.0,16.9,82.9,5.02,8.86,56.6,1.5,3.77,0.7,0.11,4.36,40.9,2.27,0.77,0.04,7.8,1.68,1.32,27.0,6.45,9.71,7.44,31.2,3.19,0.18,0.15,0.22,1.1,1.36,1.17,3.08,1.76,0.62,0.26,0.11,0.22,0.11,0.18,0.15,0.0,0.0,0.04,0.0,0.0,1.58,0.99,0.55,0.92,0.11,0.66,2.2,30.0,1.54,16.3,5.49,33.7,3.85,9.08,3.37,1.47,0.15,1.32,1.17,0.84,0.04,53.6,1.03,7.51,30.9,18.5,1.94,0.01921641791,0.1401119403,0.5764925373,0.3451492537,0.03619402985,51.4,1.54,2.27,67.7,1.68,0.11,33.7,166.8,87.0,4.29,1.72,0.33,1.32,1.32,38.9,33.1,85.0,3.44
Eberechi Eze,eng ENG,MF,Crystal Palace,eng Premier League,22.0,1998.0,34,29,2559,28.4,0.21,0.14,0.35,0.1,0.08,0.18,1.3,0.46,35.1,0.11,0.31,21.1,0.14,0.06,0.06,32.3,40.8,79.3,518.9,153.5,17.7,19.9,89.2,10.5,12.7,82.5,2.99,6.13,48.9,1.37,2.71,1.13,0.11,3.91,36.5,4.26,1.3,0.07,6.73,1.09,0.92,31.5,3.56,5.7,5.7,33.8,0.6,0.18,0.04,0.28,0.42,1.2,1.13,2.92,1.69,0.46,0.35,0.07,0.28,0.07,0.42,0.14,0.07,0.14,0.04,0.04,0.0,1.37,0.81,0.67,0.49,0.21,0.53,1.3,40.5,0.77,11.3,3.24,28.8,3.13,5.74,2.39,1.13,0.11,1.02,1.02,0.21,0.0,52.2,0.95,8.66,27.6,21.5,1.83,0.01819923372,0.1659003831,0.5287356322,0.4118773946,0.03505747126,48.3,2.43,3.8,63.9,2.57,0.14,41.6,268.2,139.9,6.62,2.22,0.63,1.48,1.9,45.0,36.5,81.1,3.98
Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,33.0,1987.0,21,7,877,9.7,0.31,0.0,0.31,0.3,0.16,0.46,0.82,0.21,25.0,0.0,0.0,18.5,0.1,0.19,-0.15,66.3,83.7,79.2,1314.9,456.2,26.7,30.6,87.2,26.6,30.7,86.6,11.5,19.2,60.2,2.68,9.38,1.86,0.31,9.28,73.8,9.9,3.4,0.41,10.5,4.33,1.55,54.3,10.5,18.9,11.3,67.5,2.78,0.52,0.62,0.21,1.03,1.44,1.65,4.85,2.89,1.65,0.21,0.0,0.1,0.0,0.52,0.52,0.0,0.0,0.0,0.0,0.0,2.27,1.44,0.93,1.03,0.31,0.93,3.3,28.1,2.37,16.3,4.54,27.8,3.3,9.28,3.71,1.24,0.21,1.03,0.31,0.62,0.0,92.6,1.24,15.8,51.4,29.9,2.78,0.01339092873,0.1706263499,0.555075594,0.3228941685,0.03002159827,82.6,0.62,1.13,54.5,0.62,0.0,59.3,217.7,120.1,4.85,1.13,0.1,1.03,1.24,75.4,68.8,91.2,5.36
Bandiougou Fadiga,fr FRA,MF,Brest,fr Ligue 1,19.0,2001.0,4,0,43,0.5,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,,,,,0.0,,0.0,50.0,58.0,86.2,884.0,190.0,26.0,26.0,100.0,18.0,20.0,90.0,6.0,12.0,50.0,2.0,2.0,2.0,0.0,6.0,54.0,4.0,4.0,0.0,6.0,2.0,2.0,50.0,2.0,6.0,10.0,48.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,16.0,8.0,50.0,2.0,10.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,76.0,0.0,12.0,44.0,26.0,0.0,0,0.1578947368,0.5789473684,0.3421052632,0,72.0,0.0,2.0,0.0,0.0,0.0,62.0,238.0,144.0,4.0,2.0,0.0,4.0,6.0,56.0,56.0,100.0,4.0
Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,19.0,2001.0,1,0,21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,85.0,90.0,94.4,1420.0,540.0,35.0,35.0,100.0,50.0,50.0,100.0,0.0,5.0,0.0,0.0,15.0,0.0,0.0,15.0,85.0,5.0,0.0,0.0,5.0,5.0,0.0,80.0,0.0,10.0,5.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,25.0,10.0,40.0,5.0,15.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,105.0,10.0,25.0,70.0,10.0,0.0,0.09523809524,0.2380952381,0.6666666667,0.09523809524,0,100.0,10.0,10.0,100.0,10.0,0.0,100.0,465.0,285.0,10.0,0.0,0.0,0.0,0.0,90.0,85.0,94.4,5.0
Andri Fannar Baldursson,is ISL,MF,Bologna,it Serie A,18.0,2002.0,8,1,217,2.4,0.0,0.0,0.0,0.04,0.09,0.14,0.83,0.0,0.0,0.0,,8.0,0.0,0.11,-0.08,22.9,29.2,78.6,409.6,110.4,8.75,10.4,84.0,13.3,15.4,86.5,0.83,3.33,25.0,0.42,3.33,0.83,0.0,2.08,28.8,0.42,0.42,0.0,4.17,0.42,0.0,21.7,4.17,3.33,7.5,19.6,0.83,0.0,0.0,0.0,0.83,1.25,0.0,1.67,1.67,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.0,0.0,0.0,0.0,2.08,1.25,1.25,0.42,0.42,0.42,1.25,33.3,0.83,30.8,5.0,16.2,11.3,14.2,5.42,2.08,0.42,1.67,0.42,3.33,0.0,46.3,4.17,15.8,24.2,10.0,1.25,0.09006479482,0.3412526998,0.5226781857,0.2159827214,0.02699784017,46.3,0.42,0.83,50.0,0.42,0.0,28.3,135.0,52.1,3.33,1.25,0.0,2.08,1.67,29.2,27.5,94.3,2.08
